date,regime_label,ae_error,llm_macro,llm_sentiment,llm_risk,v1_w_n_broad,v1_w_n_sat,v1_w_n_fi,v1_w_n_safe,v1_w_n_cash,v1_w_e_broad,v1_w_e_sat,v1_w_e_fi,v1_w_e_safe,v1_w_e_cash,v2_w_n_broad,v2_w_n_sat,v2_w_n_fi,v2_w_n_safe,v2_w_n_cash,v2_w_e_broad,v2_w_e_sat,v2_w_e_fi,v2_w_e_safe,v2_w_e_cash,v1_r_n,v1_r_e,v1_edge,v2_r_n,v2_r_e,v2_edge
2024-05-31,bull_normal,12.384982109069824,57.5,57.7,45.5,0.2,0.2,0.2,0.2,0.2,0.20122089249326788,0.12305231927636315,0.2841447139418572,0.20301918928734655,0.18856288500116514,0.2,0.2,0.2,0.2,0.2,0.2379512442186923,0.22589302211457873,0.32768705003015297,0.05846868363657604,0.15000000000000002,-0.002965102428981434,-0.0025513844236103216,0.0004137180053711124,-0.002965102428981434,-0.002274854916955361,0.0006902475120260732
2024-06-07,bull_normal,10.078767776489258,57.3,66.4,44.25,0.2,0.2,0.2,0.2,0.2,0.20460193853023362,0.13969628907591963,0.2740068068286305,0.19995370217551975,0.18174126338969648,0.2,0.2,0.2,0.2,0.2,0.18154543181022154,0.18439839169819944,0.4176308767234217,0.11213551033635472,0.10428978943180264,0.0015070293575291504,0.0019457603672206232,0.0004387310096914728,0.0015070293575291504,0.0023714210174057304,0.00086439165987658
2024-06-14,bull_normal,14.461387634277344,63.2,56.3,51.25,0.2,0.2,0.2,0.2,0.2,0.20139808151727717,0.12343781222936143,0.2839728218971069,0.20273075056437914,0.18846053379187533,0.2,0.2,0.2,0.2,0.2,0.23576167753271332,0.2436210184850485,0.22519482930620466,0.14542247467603353,0.15,-0.00741583214607286,-0.007076397504844446,0.00033943464122841455,-0.00741583214607286,-0.006617723740377529,0.0007981084056953311
2024-06-21,event_stress,21.130619049072266,57.3,61.8,50.75,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.1531160131631185,0.1,0.3743036923470515,0.2,0.1725802944898301,0.00028076080385550507,0.0020328599844477166,0.0017520991805922116,0.00028076080385550507,-0.0008295092214090397,-0.0011102700252645448
2024-06-28,event_stress,26.27972412109375,59.5,60.0,37.25,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.16079612534441268,0.1,0.30237403883055664,0.3109389911506734,0.1258908446743573,0.004834817539824076,0.0028225469649331486,-0.0020122705748909274,0.004834817539824076,0.00024423671461048894,-0.004590580825213587
2024-07-05,bull_normal,18.597579956054688,64.8,66.0,36.25,0.2,0.2,0.2,0.2,0.2,0.21388411413452696,0.177920508217438,0.2511786620274894,0.19003435669907134,0.16698235892147423,0.2,0.2,0.2,0.2,0.2,0.2325071743869625,0.23467038785610075,0.10131561961379648,0.2815068181431404,0.15,-0.0025670709789620983,-0.002786763315184335,-0.00021969233622223675,-0.0025670709789620983,-0.001213578617647579,0.0013534923613145193
2024-07-12,bull_normal,17.13673973083496,63.7,60.6,45.75,0.2,0.2,0.2,0.2,0.2,0.1951868654837337,0.15213733818775732,0.2734225310724761,0.2108625910884782,0.16839067416755465,0.2,0.2,0.2,0.2,0.2,0.1544808585794139,0.14588824128487457,0.24963090013571163,0.3,0.15,0.0007631973801968763,0.0008469424844083269,8.374510421145054e-05,0.0007631973801968763,0.0011768781177103724,0.00041368073751349606
2024-07-19,bull_normal,15.27483367919922,65.22,61.02,48.05,0.2,0.2,0.2,0.2,0.2,0.20468950979298725,0.137715082215545,0.2750546449899752,0.19966233790633903,0.18287842509515356,0.2,0.2,0.2,0.2,0.2,0.2320754863485181,0.2365252411082096,0.21614110279478801,0.16525816974848437,0.15,0.0036414368257311133,0.003049003020657821,-0.0005924338050732922,0.0036414368257311133,0.004820856050017376,0.0011794192242862624
2024-07-26,bull_normal,15.283838272094728,59.6,59.2,39.5,0.2,0.2,0.2,0.2,0.2,0.2006894459239888,0.14735328209530602,0.27058220581677694,0.20634419479743546,0.1750308713664929,0.2,0.2,0.2,0.2,0.2,0.13821913255878848,0.13477578243022104,0.4100683586663016,0.16693672634468903,0.15,-0.005242134635920494,-0.0033011379909339035,0.0019409966449865906,-0.005242134635920494,0.0006182267999199345,0.0058603614358404285
2024-08-02,bull_normal,12.91185188293457,60.8,59.7,42.4,0.2,0.2,0.2,0.2,0.2,0.2039003611081413,0.13871910950878433,0.2747287176579628,0.20084002886332003,0.18181178286179145,0.2,0.2,0.2,0.2,0.2,0.20344333725340846,0.20683516023480836,0.26909541082385824,0.170626091687925,0.15000000000000002,0.002935927558393789,0.004533260955754247,0.0015973333973604582,0.002935927558393789,0.004088302165082987,0.0011523746066891974
2024-08-09,bull_normal,19.932580947875977,59.7,59.3,47.25,0.2,0.2,0.2,0.2,0.2,0.2020430962998665,0.12664286010699163,0.2827000625338198,0.2015421526696199,0.1870718283897022,0.2,0.2,0.2,0.2,0.2,0.2429366617815824,0.2522827019458206,0.12467325119832214,0.23010738507427503,0.15,-0.01083285050110883,-0.011482753838895602,-0.0006499033377867728,-0.01083285050110883,-0.010105956259174709,0.0007268942419341208
2024-08-16,bull_normal,19.529560089111328,62.2,60.8,44.25,0.2,0.2,0.2,0.2,0.2,0.2046269227180303,0.14007319057303674,0.2742356520643588,0.19955801226539358,0.18150622237918063,0.2,0.2,0.2,0.2,0.2,0.23117144001620699,0.2347420655738212,0.12530792536688237,0.2587785690430895,0.15,-0.0034595367008833427,-0.004439675415868169,-0.0009801387149848259,-0.0034595367008833427,-0.0011622481837173706,0.002297288517165972
2024-08-23,bull_normal,13.71949577331543,62.7,60.95,45.55,0.2,0.2,0.2,0.2,0.2,0.20447071102210215,0.13857829526775794,0.27516292747276244,0.19957808048169998,0.18220998575567748,0.2,0.2,0.2,0.2,0.2,0.21334626434673556,0.2166156258967948,0.16315887935549106,0.2568792304009786,0.15,0.002254139602771965,0.003013701643268206,0.000759562040496241,0.002254139602771965,0.0019739864701960267,-0.0002801531325759385
2024-08-30,event_stress,20.04718971252441,59.3,59.5,45.25,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.10000000000042633,2.520900155289496e-14,0.3,0.3999999999995484,0.2,-0.0028970401058644873,-0.0026088880103218083,0.0002881520955426791,-0.0028970401058644873,-0.0002882894526214538,0.0026087506532430334
2024-09-06,bull_normal,19.221166610717773,60.55,60.45,44.45,0.2,0.2,0.2,0.2,0.2,0.20358925084269786,0.1356682317401137,0.27702605987664597,0.20050602566698686,0.18321043187355557,0.2,0.2,0.2,0.2,0.2,0.21321324662876892,0.21520423459075888,0.19458080629140287,0.2270017124890693,0.15,0.0011410014107372012,0.003384921973561234,0.002243920562824033,0.0011410014107372012,-0.00015761851693359965,-0.0012986199276708008
2024-09-13,bull_normal,15.765262603759766,59.2,59.7,52.25,0.2,0.2,0.2,0.2,0.2,0.20129091466188415,0.1239772110013268,0.28434671286785584,0.20235584151953356,0.18802931994939967,0.2,0.2,0.2,0.2,0.2,0.2516838888238931,0.2532394954753494,0.1466675355246915,0.20163753350820834,0.1467715466678577,-0.0020349587266883873,-0.00042227784004608633,0.001612680886642301,-0.0020349587266883873,-0.0032610510218710077,-0.0012260922951826203
2024-09-20,bull_normal,17.032398223876953,64.0,62.0,42.25,0.2,0.2,0.2,0.2,0.2,0.2069294492809916,0.15171399677886277,0.26712409210154997,0.1975342162458761,0.17669824559271957,0.2,0.2,0.2,0.2,0.2,0.13703298353914656,0.26438406549121146,0.3141646206500891,0.146609598474876,0.1378087318446769,0.001579599187343958,0.0010905023486645724,-0.0004890968386793856,0.001579599187343958,-0.00039840661634495296,-0.001978005803688911
2024-09-27,event_stress,242.85665893554688,66.5,64.5,43.75,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.08475169407397132,0.07342931492605242,0.3327487049560166,0.3204872282877197,0.18858305775623982,0.0021916221806786633,-0.005442056068507801,-0.0076336782491864645,0.0021916221806786633,0.007454950214818376,0.005263328034139713
2024-10-04,event_stress,579.437255859375,63.0,63.5,48.5,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.0952120020652726,0.08196337065269653,0.3229040758471643,0.3133394986845071,0.1865810527503595,-0.0017565132774266523,-0.012308828020728505,-0.010552314743301852,-0.0017565132774266523,0.009388104739031835,0.011144618016458488
2024-10-11,event_stress,126.14768981933594,62.8,64.0,38.0,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.06034191423395058,0.061356652712214375,0.3762035148363386,0.31678935694803867,0.18530856126945783,-0.0003507450040469917,-0.0009138982187728369,-0.0005631532147258452,-0.0003507450040469917,-0.0011335198281844396,-0.0007827748241374479
2024-10-18,event_stress,68.40298461914062,66.0,59.0,42.5,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.0985989426548946,0.1,0.39240077884988944,0.26443842633310827,0.14456185216210768,0.003046174507865147,0.005450981684574949,0.0024048071767098023,0.003046174507865147,0.004472769101450086,0.0014265945935849388
2024-10-25,event_stress,42.71207427978516,67.6,64.7,48.75,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.2,0.1,0.3,0.2,0.2,-0.007796047048308033,-0.0069231802846592815,0.0008728667636487518,-0.007796047048308033,-0.004740654346219276,0.0030553927020887574
2024-11-01,event_stress,23.982830047607425,67.34,64.62,48.85,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.20000000000000004,0.1,0.30000000000000004,0.2564359272285648,0.14356407277143526,0.004666909586699356,0.004861132661169298,0.0001942230744699418,0.004666909586699356,0.002185585071958321,-0.002481324514741035
2024-11-08,bull_normal,10.305638313293455,62.5,61.2,42.25,0.2,0.2,0.2,0.2,0.2,0.20470409529436429,0.14760985322067038,0.26899446655799136,0.20112123967887818,0.17757034524809573,0.2,0.2,0.2,0.2,0.2,0.16685652495005693,0.17575680680269729,0.24443364817712848,0.3,0.11295302007011719,0.005224674884875581,0.004574329880656717,-0.0006503450042188641,0.005224674884875581,0.0018167516085237033,-0.0034079232763518778
2024-11-15,event_stress,26.35165023803711,61.95,60.9,42.85,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.04201972759811354,0.041769335203202425,0.5038329618365432,0.3644693229913114,0.04790865237082933,-0.0034166939209583844,-0.0061683281409260285,-0.002751634219967644,-0.0034166939209583844,-0.006020324784312785,-0.002603630863354401
2024-11-22,event_stress,25.66501235961914,59.0,58.0,36.25,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.02528017270388377,0.0,0.5999999999999999,0.19999999999999996,0.17471982729611624,0.0030823028546082187,0.008120005679468863,0.005037702824860644,0.0030823028546082187,0.003710852415607174,0.0006285495609989551
2024-11-29,bull_normal,17.266902923583984,65.3,60.0,47.0,0.2,0.2,0.2,0.2,0.2,0.20443523758712534,0.13746085012418702,0.27471196562250483,0.20048467873497106,0.1829072679312118,0.2,0.2,0.2,0.2,0.2,0.20166015095722659,0.21114227507862202,0.24762030551766862,0.18957726844648284,0.15,0.0004944576091978137,0.0003928314917523456,-0.00010162611744546812,0.0004944576091978137,0.00042103543354640055,-7.342217565141319e-05
2024-12-06,bull_normal,17.27111053466797,67.05,63.6,46.5,0.2,0.2,0.2,0.2,0.2,0.20779827894932007,0.1506017258726556,0.26718787914088454,0.19650444151868457,0.1779076745184552,0.2,0.2,0.2,0.2,0.2,0.22072342532458442,0.23535823287391766,0.27935136212207234,0.16926227310300596,0.09530470657641961,-0.0020513853471124496,-0.0011946178629061361,0.0008567674842063135,-0.0020513853471124496,0.000976596715773494,0.0030279820628859437
2024-12-13,event_stress,23.88559341430664,66.0,68.1,44.0,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.20000000000000004,1.908195823574488e-17,0.30000000000000004,0.4,0.10000000000000003,0.017452415929281845,0.016974001210739182,-0.0004784147185426628,0.017452415929281845,0.011756254009570592,-0.005696161919711253
2024-12-20,bull_normal,19.114971160888672,66.8,66.2,47.25,0.2,0.2,0.2,0.2,0.2,0.20895479821164176,0.15449803549235125,0.2654211007486733,0.1946491589249363,0.17647690662239746,0.2,0.2,0.2,0.2,0.2,0.2698388493101304,0.28344191225691345,0.12357047057087021,0.17314876786208602,0.15,-0.0016018524237659264,-0.0010737352321282029,0.0005281171916377235,-0.0016018524237659264,-0.0018841973370520328,-0.0002823449132861064
2024-12-27,bull_normal,14.810264587402344,60.5,61.4,52.75,0.2,0.2,0.2,0.2,0.2,0.20251191704174829,0.13011737687558383,0.2806209019463632,0.20125511379839514,0.18549469033790955,0.2,0.2,0.2,0.2,0.2,0.2262322780079585,0.22394212976234182,0.20797766418568991,0.25379859130269744,0.08804933674131238,0.0006115098095512612,-0.0005441173321786064,-0.0011556271417298676,0.0006115098095512612,-6.951781611098462e-05,-0.0006810276256622458
2025-01-03,event_stress,20.17166519165039,71.2,69.4,52.75,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.2,0.10000000000000003,0.30000000000000004,0.20000000000000007,0.20000000000000007,0.009460753695431354,0.010640700366844467,0.0011799466714131138,0.009460753695431354,0.0035524690024814733,-0.00590828469294988
2025-01-10,bull_normal,17.136428833007812,70.6,69.22,52.85,0.2,0.2,0.2,0.2,0.2,0.2122525359892926,0.1678230119924306,0.2572563945082762,0.19127540313272742,0.17139265437727322,0.2,0.2,0.2,0.2,0.2,0.23919446041941167,0.2556613868101906,0.15548145792267057,0.1996626948477272,0.15,-0.005887716800733313,-0.007202489069286035,-0.0013147722685527214,-0.005887716800733313,-0.005088130071252086,0.0007995867294812269
2025-01-17,bull_normal,18.0039005279541,61.5,57.5,48.2,0.2,0.2,0.2,0.2,0.2,0.20187309138426696,0.12511693234207358,0.283566289838774,0.20165170221794113,0.18779198421694424,0.2,0.2,0.2,0.2,0.2,0.24357012781495502,0.2461382514408806,0.06029162074416447,0.3,0.15,0.004307522258390968,0.003248468150824255,-0.0010590541075667127,0.004307522258390968,0.00459582617735621,0.0002883039189652426
2025-01-24,bull_normal,16.795421600341797,63.540000000000006,64.32000000000001,47.25,0.2,0.2,0.2,0.2,0.2,0.20593293161200174,0.1432204146360253,0.2724081727765905,0.1978118735821274,0.1806266073932551,0.2,0.2,0.2,0.2,0.2,0.19685165723111428,0.19940005251444043,0.15374829025444542,0.3,0.15,0.0009401637658781247,-4.231319456623084e-05,-0.0009824769604443555,0.0009401637658781247,0.0013278026591648613,0.0003876388932867365
2025-01-31,bull_normal,11.094335556030272,68.5,68.0,50.0,0.2,0.2,0.2,0.2,0.2,0.20975912746096345,0.1557246743044454,0.2647235655528079,0.1934742043540803,0.17631842832770295,0.2,0.2,0.2,0.2,0.2,0.22562096668943254,0.23947160338860507,0.17075709510722611,0.21415033481473636,0.15,0.001304844688259733,0.0015943398025182569,0.00028949511425852394,0.001304844688259733,0.0010365591623458844,-0.00026828552591384855
2025-02-07,bull_normal,13.195215225219728,69.5,65.8,47.0,0.2,0.2,0.2,0.2,0.2,0.21065626626236228,0.16049184891558116,0.26135692367085617,0.19312667495809538,0.17436828619310496,0.2,0.2,0.2,0.2,0.2,0.25292116883366106,0.2655410245503759,0.18072069674241564,0.15081710987354732,0.15,0.00880987956356523,0.00864906846385393,-0.00016081109971130027,0.00880987956356523,0.007934783781536295,-0.0008750957820289357
2025-02-14,bull_normal,14.026698112487791,65.0,63.0,42.5,0.2,0.2,0.2,0.2,0.2,0.20824786028552753,0.15486229479353125,0.2650786172069926,0.1959625643382616,0.17584866337568697,0.2,0.2,0.2,0.2,0.2,0.331264247970508,0.3380211776259902,0.10432208537169244,0.11718613288701785,0.1092063561447915,-0.002265427207689908,-0.0037989852773377642,-0.0015335580696478565,-0.002265427207689908,-0.00023015461950984446,0.002035272588180063
2025-02-21,bull_normal,18.47249984741211,68.3,64.3,42.95,0.2,0.2,0.2,0.2,0.2,0.2109415355246737,0.16414085166600412,0.25907025233020536,0.1932549655103987,0.1725923949687181,0.2,0.2,0.2,0.2,0.2,0.3189215043738426,0.3205757060313001,0.139526132647629,0.1561376581540356,0.06483899879319281,-0.0027304058812444186,-0.004038423057596469,-0.00130801717635205,-0.0027304058812444186,-0.0020994246812003903,0.0006309812000440283
2025-02-28,event_stress,21.692710876464844,70.6,66.6,42.45,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.1717568708906403,0.1,0.36392122182884057,0.24912887459013172,0.11519303269038741,-0.008492405486392973,-0.009307123008489293,-0.0008147175220963206,-0.008492405486392973,-0.00863021288206817,-0.00013780739567519767
2025-03-07,bull_normal,12.181278228759766,71.4,65.7,55.75,0.2,0.2,0.2,0.2,0.2,0.20999585010890026,0.16437607002077026,0.25900772082431806,0.1947582367321776,0.17186212231383388,0.2,0.2,0.2,0.2,0.2,0.20431238256454565,0.2188245944951706,0.2112268480561651,0.21563617488411865,0.15,-0.001113480367701339,-0.0014594251406808117,-0.0003459447729794727,-0.001113480367701339,-0.0008110238798059786,0.0003024564878953604
2025-03-14,bull_normal,18.04887580871582,69.9,66.2,47.75,0.2,0.2,0.2,0.2,0.2,0.2107966386787945,0.1607172592185707,0.2615008979577775,0.1926792735708509,0.17430593057400634,0.2,0.2,0.2,0.2,0.2,0.2899052302674134,0.306697769865964,0.10251243317706517,0.15725870408536644,0.14362586260419108,0.0021088639691362386,0.001611800945982108,-0.0004970630231541306,0.0021088639691362386,0.0028992521136475546,0.000790388144511316
2025-03-21,bull_normal,17.730093002319336,68.0,59.5,52.75,0.2,0.2,0.2,0.2,0.2,0.20456802148233155,0.1400838288758456,0.27393623354271035,0.19991775854985586,0.18149415754925657,0.2,0.2,0.2,0.2,0.2,0.21405651686309413,0.22719981404094794,0.2217892055959971,0.18695446349996084,0.15,-0.004579415959213101,-0.004635639340061298,-5.622338084819694e-05,-0.004579415959213101,-0.004819913071158366,-0.0002404971119452648
2025-03-28,bull_normal,14.578508377075195,70.1,63.5,40.75,0.2,0.2,0.2,0.2,0.2,0.21288480571732232,0.17207067625411446,0.2538128463977865,0.19163526992465627,0.16959640170612036,0.2,0.2,0.2,0.2,0.2,0.21829229867853114,0.23224977360277194,0.2443244922965515,0.15513343542214547,0.15,0.0011396571558678335,0.0015347133552367051,0.00039505619936887164,0.0011396571558678335,0.001245507644714266,0.00010585048884643252
2025-04-04,event_stress,21.40342712402344,65.0,57.0,38.75,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.20000000000000004,0.1,0.30000000000000004,0.30754252943152166,0.09245747056847832,0.010353485790933564,0.012995437581538165,0.002641951790604601,0.010353485790933564,0.008084503640474265,-0.0022689821504592988
2025-04-11,event_stress,20.59331512451172,70.6,74.1,42.7,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.09763026894531174,0.0876908078315782,0.3500324697005521,0.26464645352255795,0.19999999999999996,0.007454836813645964,0.009027509005199965,0.0015726721915540007,0.007454836813645964,0.006327827188508818,-0.001127009625137146
2025-04-18,event_stress,21.958120346069336,71.64000000000001,72.42,42.8,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.11326606204577763,0.1,0.36250805709495626,0.2688348308743915,0.15539104998487455,-0.0012590455876169276,0.0014291794914012557,0.0026882250790181833,-0.0012590455876169276,0.0009534052835875337,0.0022124508712044614
2025-04-25,event_stress,30.134929656982425,61.2,55.6,51.2,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.12479085053564065,0.0,0.47520914946435955,0.19999999999999996,0.19999999999999996,-0.00509474418542554,-0.005727968286044225,-0.0006332241006186843,-0.00509474418542554,-0.004795926195245832,0.000298817990179708
2025-05-02,event_stress,24.60798454284668,62.64000000000001,57.27,53.2,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.19069731499855064,7.291530660508139e-16,0.4342322946599379,0.2,0.17507039034151078,-0.0012039279563041466,-0.0019738226220549306,-0.0007698946657507841,-0.0012039279563041466,-0.0018611416109267252,-0.0006572136546225786
2025-05-09,event_stress,20.83251953125,68.0,65.2,42.5,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.10228094951282721,0.1,0.4050584932874048,0.29372788031370434,0.09893267688606368,0.0016388672192173557,0.0006982995899761583,-0.0009405676292411974,0.0016388672192173557,0.0014067028582081338,-0.00023216436100922185
2025-05-16,event_stress,30.42140007019043,67.52000000000001,65.12,45.05,0.1,0.05,0.5,0.2,0.15,0.05,0.0,0.45,0.35,0.15,0.1,0.05,0.5,0.2,0.15,0.2,0.1,0.3,0.2,0.2,-0.012351438647012315,-0.015467821883393542,-0.0031163832363812274,-0.012351438647012315,-0.009039975997906503,0.003311462649105812
2025-05-23,bull_normal,17.393173217773438,66.0,65.5,42.5,0.2,0.2,0.2,0.2,0.2,0.20996866092782693,0.1609640819540646,0.26030716755005184,0.19499863219766234,0.17376145737039428,0.2,0.2,0.2,0.2,0.2,0.348055455887102,0.3671657717362172,0.09660495495128525,0.03817381742539561,0.15,0.004034399049307421,0.0040006975317388865,-3.37015175685346e-05,0.004034399049307421,0.0010437125804251832,-0.002990686468882238
2025-05-30,bull_normal,12.620182037353516,66.02000000000001,66.79,41.9,0.2,0.2,0.2,0.2,0.2,0.21106709593952883,0.16510124270407367,0.257554900729261,0.19402414567351137,0.17225261495362515,0.2,0.2,0.2,0.2,0.2,0.2995133158564484,0.31596347295739646,0.20401049583090897,0.048492987222160826,0.13201972813308543,-0.0031210401446029644,-0.0033582253588704354,-0.00023718521426747095,-0.0031210401446029644,-0.0026577141826568534,0.000463325961946111
2025-06-06,bull_normal,11.836191177368164,61.2,66.4,39.25,0.2,0.2,0.2,0.2,0.2,0.2095631484674517,0.16142863021306217,0.26123241474389464,0.19464618824821703,0.1731296183273744,0.2,0.2,0.2,0.2,0.2,0.28412970215358324,0.2792590709292092,0.15279200320195022,0.13381922371525737,0.15,0.005393771008104615,0.005544960691176415,0.0001511896830718,0.005393771008104615,0.004153847461333767,-0.0012399235467708486
2025-06-13,bull_normal,8.935700416564941,62.3,60.0,52.25,0.2,0.2,0.2,0.2,0.2,0.20252611868050474,0.12984034284770263,0.28044136760610233,0.201503029519106,0.1856891413465843,0.2,0.2,0.2,0.2,0.2,0.20602192727441607,0.20137491031813412,0.17361641437997283,0.2689867480274771,0.15,0.001039966960128211,0.0009106449790084084,-0.00012932198111980254,0.001039966960128211,0.001046903090661213,6.93613053300208e-06
2025-06-20,bull_normal,9.917930603027344,64.32000000000001,59.95,54.1,0.2,0.2,0.2,0.2,0.2,0.2025444155136214,0.1336108731060365,0.2770379668630559,0.20301750640568034,0.18378923811160597,0.2,0.2,0.2,0.2,0.2,0.12926749573663093,0.23754345804403526,0.385973494163749,0.09721555205558488,0.15,-0.0027579135371613257,-0.0025290550436646276,0.00022885849349669812,-0.0027579135371613257,-0.0006319798103400252,0.0021259337268213006
2025-06-27,bull_normal,8.465886116027832,62.94,58.8,54.7,0.2,0.2,0.2,0.2,0.2,0.1936874975684816,0.13913884796206655,0.27942356729281065,0.21311249118077455,0.17463759599586662,0.2,0.2,0.2,0.2,0.2,0.11864180450582572,0.2342412013059101,0.2674755408354813,0.22964145335278294,0.15,-0.0032493915437633923,-0.003550283951455986,-0.00030089240769259375,-0.0032493915437633923,-0.003255641406331466,-6.249862568073663e-06
2025-07-04,bull_normal,11.096841812133787,59.7,60.8,39.25,0.2,0.2,0.2,0.2,0.2,0.20481509240988632,0.14432105410988702,0.2707959628632484,0.20063801028284728,0.17942988033413101,0.2,0.2,0.2,0.2,0.2,0.25527094643299636,0.25044360030063734,0.24786450435199792,0.13440717388277848,0.11201377503158993,0.0024881600669952805,0.0022537314405008235,-0.00023442862649445707,0.0024881600669952805,0.002523344410036347,3.518434304106664e-05
2025-07-11,bull_normal,11.44145965576172,65.8,60.7,56.0,0.2,0.2,0.2,0.2,0.2,0.2035102139571758,0.1410374842784769,0.27339947170149315,0.20174201163587235,0.18031081842698188,0.2,0.2,0.2,0.2,0.2,0.29866519451001877,0.317252710439357,0.09550681241482477,0.13857528263579952,0.15,-0.001407717102994508,-0.0023327792200499714,-0.0009250621170554633,-0.001407717102994508,0.00025237538391929435,0.0016600924869138024
2025-07-18,bull_normal,10.065231323242188,67.32000000000001,62.15,55.75,0.2,0.2,0.2,0.2,0.2,0.2050921938772483,0.14684711921790355,0.2697897924910828,0.2000807911736613,0.178190103240104,0.2,0.2,0.2,0.2,0.2,0.21195075428701565,0.2327472195879397,0.17154586969172592,0.265250175456675,0.11850598097664367,0.002497957405233528,0.0020966163892734554,-0.0004013410159600726,0.002497957405233528,0.0016751735170567965,-0.0008227838881767315
2025-07-25,bull_normal,9.691393852233888,60.3,59.3,42.25,0.2,0.2,0.2,0.2,0.2,0.2036550926665827,0.13755212035465395,0.27579564984182775,0.20074958660589826,0.18224755053103736,0.2,0.2,0.2,0.2,0.2,0.2808042457186043,0.3021217050146964,0.16453608622398455,0.18397531232325526,0.06856265071945951,-0.0030252956519481195,-0.004235410866742504,-0.0012101152147943849,-0.0030252956519481195,-0.0012688782077261184,0.0017564174442220011
2025-08-01,bull_normal,7.673639297485352,62.120000000000005,58.75,45.15,0.2,0.2,0.2,0.2,0.2,0.2034396499711341,0.1343793644508863,0.27773316106082535,0.20063032201297828,0.18381750250417608,0.2,0.2,0.2,0.2,0.2,0.26348929178407116,0.28190489570293026,0.1760763970267926,0.13512227128667093,0.14340714419953499,-0.002815348114494927,-0.0022080510885723217,0.0006072970259226053,-0.002815348114494927,-0.0032491218829207667,-0.0004337737684258396
2025-08-08,bull_normal,6.28231954574585,65.8,61.2,57.25,0.2,0.2,0.2,0.2,0.2,0.201244327886954,0.14752243406226817,0.270718090986002,0.20525099823750728,0.17526414882726848,0.2,0.2,0.2,0.2,0.2,0.1647328980117767,0.16686716955367786,0.32899540205147343,0.189404530383072,0.15,0.00413699306695676,0.004087712687645741,-4.928037931101886e-05,0.00413699306695676,0.003931663549738046,-0.0002053295172187138
2025-08-15,bull_normal,6.668877601623535,69.2,61.1,42.25,0.2,0.2,0.2,0.2,0.2,0.20989677949339097,0.16101265674270143,0.2610030962390956,0.1944735000795848,0.1736139674452272,0.2,0.2,0.2,0.2,0.2,0.23238640441520966,0.24460426880193728,0.18324697180085084,0.2212637974918955,0.11849855749010678,0.0003171834279711641,-0.0003507603238862533,-0.0006679437518574174,0.0003171834279711641,0.00016416837105136554,-0.00015301505691979857
